inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,class
45571,311,27374,2023-03-31 15:36:05,2023-04-0619:44:55,,0,8
102446,1085,58219,2023-03-16 16:41:32,2023-04-0511:22:29,,0,21
35463,90,22333,2021-04-17 10:20:27,2021-05-1909:47:07,,0,8
34198,1255,21443,2024-11-19 21:40:54,,2024-12-1309:50:36,1,8
60180,1231,33391,2024-04-19 17:14:29,2024-06-1419:48:26,2024-05-1317:44:51,1,9
55643,1062,31556,2024-04-18 18:34:51,2024-04-2416:06:36,,0,8
61688,960,34247,2021-03-18 17:11:04,2021-04-0617:36:47,,0,9
5219,4,2898,2022-04-22 19:52:30,2022-06-1916:37:46,2022-05-2009:20:04,1,1
29793,1200,18283,2024-03-14 16:06:14,2024-04-1514:16:01,,0,6
45021,633,27021,2023-02-27 08:56:09,2023-04-2718:21:20,2023-03-2518:04:37,1,8
87974,971,49451,2023-08-27 15:00:47,2023-11-2618:49:56,2023-10-2010:40:39,2,18
19875,1331,11657,2021-12-15 09:00:10,2022-01-0617:05:16,,0,3
12683,372,7169,2022-12-09 18:26:38,2023-04-0615:40:57,2023-03-2723:14:27,2,2
89108,977,50083,2022-06-21 11:07:33,2022-06-2711:08:56,,0,18
93590,656,52543,2024-03-13 19:11:16,2024-05-1409:15:31,2024-04-1013:31:06,1,18
48409,504,28725,2023-10-08 21:04:15,2023-10-1020:39:32,,0,8
3506,372,2049,2021-06-28 18:28:33,2021-11-1718:11:56,2021-10-1719:39:38,2,1
3204,587,1898,2024-05-07 17:22:12,2024-05-2422:43:16,,0,1
48121,357,28735,2022-04-10 10:09:49,2022-04-2117:43:25,,0,8
57413,260,32310,2022-01-09 19:33:10,2022-02-2807:21:33,,0,8
41358,821,25001,2020-10-23 10:01:18,2020-10-3009:25:27,,0,8
34123,453,21376,2024-05-08 15:21:34,2024-06-0711:53:43,2024-05-3010:03:34,1,8
48047,318,28932,2024-05-09 11:39:54,2024-06-1409:31:38,2024-06-0510:00:15,1,8
38523,90,24181,2020-10-31 14:00:51,2020-10-3117:46:22,,0,8
3089,1269,1777,2021-12-15 21:59:32,2022-05-1414:55:14,2022-06-1108:57:34,1,1
13715,1331,7817,2023-04-07 16:32:09,2023-06-1521:40:00,2023-05-3017:46:52,2,3
91589,121,51530,2022-04-28 16:26:38,2022-05-1919:50:07,,0,18
35958,489,22393,2023-04-23 16:30:11,2023-06-1614:22:06,2023-05-2110:44:01,1,8
28906,850,17623,2021-11-19 16:10:58,2021-11-2212:45:38,,0,6
13705,1331,7724,2023-02-25 10:23:46,2023-02-2617:15:15,,0,3
21470,1200,12713,2023-10-11 20:11:41,2024-01-0416:14:03,,0,3
63415,943,35429,2020-09-26 10:58:47,2020-10-1717:24:03,,0,9
76048,194,42838,2023-11-30 13:38:57,2023-11-3015:39:20,,0,13
54145,420,31161,2023-05-22 19:27:51,2023-09-2615:45:58,2023-08-2209:45:58,2,8
67309,463,38064,2022-08-17 17:29:47,2022-09-0715:30:57,,0,10
34513,957,21663,2022-08-27 11:38:09,2022-09-0221:36:10,,0,8
75231,652,42510,2022-10-24 20:32:57,2022-12-1018:17:56,2022-11-2020:49:04,1,13
27450,222,16421,2022-03-23 13:30:04,2022-04-1208:07:09,,0,5
44430,950,25153,2023-02-14 18:52:51,2023-03-1313:06:15,,0,8
64723,408,36360,2023-10-24 10:48:47,2024-01-0311:57:39,2023-12-1910:53:50,2,9
14644,1375,8404,2023-11-14 17:42:13,2023-12-2719:57:00,2023-12-1113:28:01,1,3
52227,445,30302,2022-02-27 18:18:26,2022-04-0219:16:29,,0,8
59983,139,33293,2021-11-23 19:16:41,2021-12-1021:03:10,2022-06-1516:42:33,0,9
79493,1310,44381,2021-03-23 10:02:32,2021-06-2216:08:37,2022-11-1117:50:39,1,13
89800,213,50385,2021-08-06 14:51:11,2021-12-3021:35:43,2021-10-1015:33:56,2,18
73659,534,41971,2022-03-06 16:30:36,2022-07-0119:56:04,2022-04-2715:02:44,2,13
100533,823,56853,2020-05-26 09:03:27,2020-06-0408:39:52,,0,18
5129,1328,2830,2020-09-22 16:52:32,2020-11-2012:14:58,2020-10-2021:38:38,1,1
57621,96,32438,2023-05-24 17:37:56,2023-06-2416:35:21,2024-04-2615:18:19,0,8
56796,916,31607,2022-11-10 10:40:35,2022-12-1008:07:31,,0,8
35944,453,22697,2024-12-13 20:11:09,,,0,8
70814,943,40394,2020-09-11 10:44:52,2020-09-1308:06:43,,0,10
13229,541,7538,2021-11-20 12:52:42,2021-12-1109:49:26,,0,3
85372,896,47913,2022-08-09 11:06:51,2022-11-1608:12:47,2022-10-0609:35:31,2,18
13635,645,7781,2023-10-18 11:06:11,2023-11-0518:20:37,,0,3
96022,669,53812,2023-06-05 19:32:09,2023-08-2313:13:51,,0,18
13523,1331,7687,2024-03-23 14:56:05,2024-03-2321:15:38,,0,3
41436,31,25596,2020-10-11 14:36:34,2021-01-0508:38:15,2020-12-0414:26:46,2,8
85829,1337,48225,2024-06-21 19:37:20,2024-09-2319:25:39,2024-09-2222:07:06,2,18
93275,1174,52354,2024-05-06 18:42:37,2024-05-2513:44:58,,0,18
12485,1081,7021,2024-04-06 20:00:07,2024-04-0716:55:48,,0,2
34298,340,21541,2023-05-16 22:01:02,2023-10-1918:33:54,2023-06-0617:04:27,1,8
80510,652,44912,2023-05-10 21:20:06,2023-07-0120:36:03,2023-06-0719:32:25,1,13
49397,1032,28691,2024-11-03 13:30:30,,,0,8
31497,1261,19561,2024-10-28 16:05:41,2024-11-0410:51:14,,0,7
63046,433,35166,2023-10-19 18:31:03,2023-12-1717:56:05,,0,9
50359,1263,28517,2020-09-15 16:17:31,2020-10-1615:02:46,,0,8
60745,365,33748,2024-04-18 11:28:19,2024-04-1812:17:09,,0,9
7290,1068,3967,2024-01-08 19:26:06,2024-01-2408:04:41,,0,1
72092,755,41158,2024-10-12 15:21:58,2024-11-0114:41:42,,0,13
52360,399,30344,2023-06-05 16:27:58,2023-10-2017:42:38,2023-09-2408:23:49,2,8
53697,126,30732,2022-05-29 21:42:50,2022-06-1520:31:21,2021-04-1823:00:59,0,8
31383,886,19460,2021-09-10 16:31:59,2021-10-1009:30:40,,0,7
16053,337,9353,2021-10-19 21:40:09,2022-02-1617:23:46,2021-12-1008:38:48,2,3
97136,802,54618,2020-09-26 15:38:02,2020-10-1710:23:26,,0,18
86295,1350,48478,2024-04-01 11:59:09,2024-05-0215:29:34,,0,18
35066,311,22051,2022-10-07 21:51:22,2022-10-3021:13:56,,0,8
27649,1244,16806,2024-09-15 20:28:55,2024-09-2221:47:43,,0,5
88962,554,50002,2023-03-10 17:41:31,2023-04-1520:32:44,2023-05-1511:16:43,1,18
63744,968,35499,2021-10-30 20:13:44,2021-11-1018:01:05,,0,9
20096,141,11794,2021-11-15 12:50:12,2021-11-1813:54:01,2024-03-2519:56:49,0,3
13258,469,7561,2024-05-23 21:04:48,2024-06-2321:10:48,,0,3
13269,604,7566,2024-12-06 21:58:25,,,0,3
77949,1086,43646,2022-09-05 14:32:39,2022-09-0809:29:52,,0,13
40760,360,24481,2021-03-08 11:57:03,2021-03-1009:45:49,,0,8
71366,1086,40792,2024-04-25 17:43:13,2024-08-2417:07:32,2024-06-2212:21:07,2,11
32997,465,20700,2022-01-20 14:47:07,2022-02-0713:54:02,,0,7
18235,1331,10557,2023-10-09 18:30:32,2023-10-1018:00:32,,0,3
36042,547,22348,2022-11-21 11:59:08,2023-03-0920:29:20,2023-02-2508:42:18,1,8
90252,1179,50386,2023-09-19 19:33:55,2023-10-0612:25:21,,0,18
101245,534,57329,2024-03-22 10:31:29,2024-05-2818:04:36,,0,18
34514,265,21664,2021-04-27 18:51:43,2021-05-1713:50:04,,0,8
27408,541,16656,2022-06-29 16:43:44,2022-08-0713:04:56,,0,5
379,1343,178,2021-11-22 18:54:46,2021-12-0817:59:31,,0,0
56307,489,31612,2024-05-02 17:56:10,2024-05-2707:55:04,,0,8
3729,1220,2032,2023-09-25 14:13:53,2023-10-2909:05:58,,0,1
53570,67,30928,2022-03-19 15:07:41,2022-03-2617:00:43,2023-04-2119:00:16,0,8
34507,756,21660,2024-10-21 12:08:03,2024-11-1716:19:46,2024-11-1716:18:23,1,8
87953,807,49420,2020-01-08 15:42:20,2020-01-1316:16:27,,0,18
51173,681,29769,2024-10-27 16:35:53,2024-10-2913:32:21,,0,8
16420,1299,9600,2021-08-02 15:31:40,2021-09-2816:54:10,2021-08-2716:40:23,1,3
36666,960,23106,2022-03-18 15:44:58,2022-06-2012:19:10,2023-04-1817:33:49,1,8
23327,284,13829,2023-04-22 15:05:11,2023-05-2814:30:06,2024-06-2307:12:02,0,5
69386,352,39435,2021-04-03 18:40:25,2021-04-1421:02:17,,0,10
53091,23,30632,2020-11-24 19:39:55,2020-11-2817:29:27,,0,8
78615,540,43919,2024-02-20 21:36:48,2024-05-1919:10:57,2024-04-1608:59:51,2,13
81579,99,45457,2020-10-16 12:14:36,2021-01-0512:07:51,2020-12-1410:34:42,2,13
75823,699,42734,2024-05-08 18:16:03,2024-05-1519:28:58,,0,13
48425,529,28557,2022-10-04 20:43:49,2022-10-0620:44:03,,0,8
34980,90,21984,2021-10-14 17:04:54,2022-06-1411:46:44,2021-12-0917:45:25,2,8
102031,1353,57903,2024-09-30 10:58:28,2024-12-2918:59:28,2024-11-1915:03:39,2,19
64179,200,35941,2023-04-26 16:32:35,2023-06-1509:00:40,2023-05-2515:13:18,1,9
52916,950,30466,2022-03-13 11:24:36,2022-03-1411:10:19,,0,8
81421,222,45347,2023-03-07 20:09:45,2023-03-1121:17:46,,0,13
83673,186,46769,2021-01-05 11:58:21,2021-01-0817:17:56,2024-12-2416:28:39,0,16
88221,198,49594,2022-05-07 21:44:17,2022-08-1819:42:12,2022-05-3101:32:08,1,18
11241,518,6158,2022-03-06 20:45:35,2022-03-2721:05:51,,0,2
38737,453,24255,2024-04-05 21:57:58,2024-05-0421:45:30,2024-04-2913:54:47,1,8
6722,453,3761,2022-03-03 09:07:34,2022-03-0510:52:16,,0,1
80845,1364,45079,2024-05-05 16:18:52,,2024-10-2209:29:32,2,13
69128,885,39253,2020-08-31 15:08:29,2020-09-2514:55:07,,0,10
22739,1295,13394,2024-03-05 12:25:15,2024-03-1117:08:08,,0,5
90109,977,50610,2023-12-16 12:32:24,2024-03-2608:43:29,2024-02-2211:14:39,2,18
92222,1265,51779,2020-11-16 16:53:15,2021-01-1619:07:56,2021-01-0820:50:50,2,18
35141,800,22103,2021-03-23 20:48:22,2021-05-0118:04:45,2021-04-1720:03:30,1,8
93294,1152,52370,2024-09-09 21:25:25,2024-09-2021:11:25,,0,18
53937,307,31086,2021-01-01 17:34:50,2021-01-2012:15:08,,0,8
28129,791,17116,2021-03-09 21:15:59,2021-03-1811:46:58,,0,6
99298,354,55962,2022-08-12 17:48:31,2022-08-2613:27:55,,0,18
34273,1044,21531,2024-10-30 12:51:14,2024-11-1622:49:20,,0,8
12310,958,6844,2020-11-29 18:38:35,2020-12-0819:53:47,,0,2
48073,318,28953,2024-01-15 18:33:39,2024-03-2012:21:13,2024-02-1713:41:01,1,8
18841,1299,10990,2020-01-14 11:19:17,2020-04-2415:23:44,2020-03-2321:52:14,1,3
87124,852,48949,2020-01-14 18:59:49,2020-10-0813:30:42,,0,18
40435,311,25099,2023-06-26 12:10:54,2023-07-2009:34:01,,0,8
63649,504,35588,2024-04-23 19:32:26,2024-04-2319:33:39,,0,9
4814,1267,2473,2021-03-25 14:00:24,2021-05-0111:30:28,,0,1
47732,207,28757,2021-07-11 16:00:03,2021-08-0216:14:32,,0,8
22374,1085,13303,2024-11-28 09:50:58,2024-11-2817:24:19,,0,4
75037,726,42470,2024-01-02 21:26:09,2024-01-1816:28:20,,0,13
53971,318,31096,2022-03-06 21:37:45,2022-03-2813:04:58,,0,8
43502,1128,25003,2024-05-03 21:16:59,2024-05-2317:18:49,,0,8
2602,872,1452,2021-01-19 16:10:47,2021-03-1318:37:23,,0,1
3219,967,1908,2021-11-12 19:07:38,2021-11-2618:11:30,,0,1
97176,445,54644,2024-03-02 20:14:33,2024-04-0421:39:49,,0,18
18914,41,11039,2021-10-29 18:22:43,2022-02-1714:50:20,2022-05-0814:32:14,2,3
46539,714,27788,2023-09-20 10:22:50,2023-10-0921:51:42,,0,8
25768,283,15419,2023-11-07 16:52:26,2024-02-2213:51:15,2024-01-0310:15:17,2,5
63587,357,35505,2021-04-05 14:21:17,2021-06-2917:39:13,2021-04-2520:06:04,1,9
33825,1375,21231,2023-06-20 13:41:25,2023-08-0718:19:15,,0,7
22959,234,13628,2020-10-21 20:50:32,2020-12-2012:43:27,2020-12-1219:21:41,2,5
65933,1256,37178,2024-11-12 11:58:55,2024-11-2717:10:41,,0,10
97646,912,54836,2022-09-18 09:50:21,2023-02-2719:05:25,2023-03-1910:23:56,1,18
94854,636,52752,2023-05-29 16:18:41,2023-09-0216:01:28,,0,18
25397,1405,15182,2024-02-25 14:29:13,2024-03-1909:17:03,,0,5
94710,214,52808,2021-12-15 15:55:41,2021-12-2508:52:55,,0,18
16638,734,9683,2024-12-27 09:15:59,,,0,3
17925,1201,10431,2024-03-20 09:05:21,2024-03-2419:21:46,,0,3
29099,1114,17776,2024-06-08 19:30:37,2024-09-0109:53:37,2024-08-2122:05:39,1,6
45331,365,27273,2024-04-16 10:00:27,2024-04-1613:07:09,,0,8
21341,1331,12629,2021-04-11 19:30:31,2021-04-1219:42:28,,0,3
74661,10,42348,2021-03-04 19:34:59,2021-05-2812:15:47,2021-04-2813:11:25,2,13
7632,311,4263,2024-01-15 16:12:04,2024-01-1516:12:19,,0,1
2589,850,1517,2021-05-03 16:40:34,2021-05-1618:03:12,,0,1
28979,365,17687,2024-05-28 17:29:59,2024-05-2817:33:02,,0,6
24191,171,14369,2021-12-25 17:57:28,2021-12-2517:58:30,,0,5
25899,1303,15516,2020-01-05 14:46:15,2020-01-0514:47:05,,0,5
100737,18,56977,2021-10-15 22:00:15,2021-10-3117:58:33,,0,18
41970,515,24785,2022-11-14 21:48:30,2023-04-1120:42:57,,0,8
23137,504,13702,2024-04-22 15:57:20,2024-06-0516:38:31,,0,5
27762,918,16505,2021-03-02 21:38:50,2021-04-2211:52:34,2021-03-2910:03:57,1,5
62669,965,34886,2021-11-08 16:44:20,2021-12-0316:20:13,,0,9
45180,71,27134,2020-10-24 17:47:55,2021-01-1107:55:51,2020-11-1715:28:53,1,8
35534,321,22384,2021-11-01 17:58:49,2022-02-1818:58:57,,0,8
26673,443,16126,2023-09-20 16:36:47,2024-01-0511:01:02,,0,5
89767,159,50330,2021-08-17 20:44:32,2021-10-1011:29:00,,0,18
38726,453,24229,2024-03-28 21:53:43,2024-05-0311:29:26,2024-04-1708:14:22,1,8
675,86,393,2021-03-22 15:38:16,2021-06-2217:43:59,2021-05-1716:07:31,2,1
28063,353,17079,2023-06-09 14:54:16,2023-06-0918:16:29,,0,5
60803,365,33788,2024-04-18 11:28:21,2024-04-1812:18:55,,0,9
49057,610,28905,2023-03-24 20:08:17,2023-06-2108:10:55,2023-05-1822:34:40,2,8
42289,628,25887,2024-04-05 22:00:17,2024-05-0721:55:54,,0,8
84035,943,47041,2023-05-30 18:19:33,2023-05-3018:24:28,,0,16
46331,1057,27929,2023-06-13 18:25:00,2023-09-2611:00:19,2023-09-2604:56:23,2,8
13718,1331,7834,2023-12-04 19:19:36,2023-12-0421:02:56,,0,3
83043,96,46285,2022-09-06 17:34:04,2022-10-0716:58:58,,0,14
61124,1225,34003,2024-02-26 21:59:24,2024-04-2921:25:54,2024-03-2013:16:34,1,9
77727,541,43567,2022-12-11 14:44:17,2023-03-0818:57:49,,0,13
54505,469,30744,2022-04-09 20:05:03,2022-07-0808:28:00,2022-05-0216:00:06,1,8
60722,916,33736,2022-01-04 21:28:18,2022-02-2719:15:49,,0,9
53580,67,30935,2022-03-11 16:19:49,2022-03-2617:00:55,2023-04-2119:00:16,0,8
57157,18,32131,2020-08-26 14:52:59,2020-10-1216:11:50,2020-09-2312:58:03,1,8
5707,1264,3134,2024-08-20 12:38:06,2024-11-1214:40:10,2024-10-1015:31:59,2,1
47815,258,28721,2022-02-16 10:53:21,2022-02-1717:46:14,2022-10-2517:57:16,0,8
93121,833,52153,2020-01-16 09:30:32,2020-09-2514:18:30,2022-02-1408:38:45,1,18
32577,165,20355,2020-01-04 21:45:00,2020-08-1910:07:55,,0,7
84079,1304,46986,2022-03-03 16:48:16,2022-05-2718:13:44,2022-04-2908:59:55,2,16
33878,8,21276,2021-10-19 11:00:14,2021-11-1108:59:23,2024-05-2320:15:24,0,7
5504,492,2965,2024-01-14 19:24:17,2024-01-1514:44:23,,0,1
17821,1331,10301,2022-08-26 16:07:16,2022-08-2621:16:55,,0,3
91502,1331,51477,2021-01-14 17:57:20,2021-01-1510:20:09,,0,18
36516,800,23046,2021-03-23 20:49:09,2021-06-0815:15:55,2021-05-2215:19:25,2,8
79246,815,44265,2021-06-02 12:29:36,2021-06-1315:01:43,,0,13
42747,991,24648,2022-04-17 12:55:27,2022-05-1818:27:07,2022-05-1418:11:37,1,8
75695,541,42594,2022-08-12 20:35:58,2022-09-0219:42:22,,0,13
64051,1329,35848,2023-05-05 13:11:56,2023-05-0818:44:16,,0,9
96605,854,54290,2021-04-20 14:42:25,2021-05-1517:09:50,,0,18
96038,709,53746,2024-08-25 15:17:55,2024-09-1118:45:25,,0,18
40275,311,24575,2022-08-07 09:01:36,2022-08-0713:22:20,,0,8
46188,689,27838,2023-11-02 16:37:42,2023-12-1320:01:06,2023-11-2220:32:49,1,8
64867,361,36467,2020-10-09 20:24:09,2020-12-0912:46:22,2020-11-0708:06:17,1,9
8901,121,5048,2022-05-02 19:25:02,2022-05-0513:59:55,2021-10-1216:37:14,0,1
68631,19,38908,2020-09-08 18:42:22,2020-09-2916:48:25,,0,10
83304,518,46476,2021-12-01 20:49:01,2021-12-0321:52:40,,0,15
83907,1263,46942,2020-10-16 15:06:06,2020-10-1615:07:12,,0,16
90402,33,50758,2021-01-04 18:25:39,2021-05-0418:04:05,2021-04-1008:11:53,2,18
99514,446,56094,2023-03-03 14:34:08,2023-04-1508:36:22,,0,18
29207,1328,17849,2021-04-22 11:20:17,2021-06-2309:49:44,,0,6
45716,396,27555,2021-04-09 17:43:32,2021-05-2111:33:43,2021-05-0720:49:37,1,8
99746,1077,56293,2023-10-28 08:31:01,2023-11-0718:15:26,,0,18
30185,1124,18586,2022-09-05 15:39:30,2022-09-2613:24:22,,0,6
63291,447,35356,2024-03-11 17:30:20,2024-03-1512:17:20,,0,9
16552,261,9689,2023-03-15 16:20:49,2023-06-1814:25:05,2023-05-1215:21:42,2,3
87292,365,49044,2024-05-22 21:04:33,2024-05-2221:08:28,,0,18
93582,466,52537,2022-08-21 11:10:29,2022-09-2614:20:53,,0,18
29185,73,17837,2021-04-14 16:11:41,2021-06-0909:37:38,2021-05-1010:19:04,1,6
16387,1201,9580,2023-10-15 09:19:03,2024-01-1209:50:13,2023-12-0911:40:51,2,3
28988,245,17695,2021-07-12 13:13:22,2021-08-0920:01:41,,0,6
66643,1057,37648,2023-06-12 18:52:00,2023-08-2615:03:28,,0,10
88579,198,49773,2021-11-17 19:35:34,2022-03-1819:02:36,2022-02-1521:47:48,2,18
85887,45,48270,2022-01-02 09:17:28,2022-05-1819:21:55,2022-03-1716:03:37,2,18
2144,872,1253,2020-12-28 09:52:20,2021-01-0321:36:00,,0,1
73230,378,41808,2022-02-24 12:59:39,2022-06-1516:37:03,2022-05-1415:14:13,2,13
31100,1375,19262,2023-04-10 15:59:58,2023-10-1015:03:44,2023-08-2612:55:40,2,7
67067,90,37920,2021-11-08 16:40:39,2021-12-0913:50:40,,0,10
1303,322,758,2020-12-08 21:12:16,2020-12-0921:02:23,,0,1
4677,944,2600,2021-04-29 16:00:20,2021-05-1916:26:23,,0,1
2786,960,1645,2023-03-27 17:44:08,2023-05-1814:27:33,2023-04-1817:33:36,1,1
57212,83,32184,2022-02-24 17:14:27,2022-05-2009:40:11,2022-03-1916:14:42,1,8
17198,1331,10034,2023-03-12 10:20:13,2023-03-1214:37:43,2024-06-0115:44:21,2,3
37224,75,23413,2022-04-10 16:22:00,2022-06-2414:23:46,2022-05-3109:19:16,2,8
58629,631,32258,2024-05-08 21:51:18,2024-05-1221:20:20,,0,8
63888,534,35728,2021-11-19 15:25:25,2021-12-2317:40:45,,0,9
23069,302,13670,2022-03-06 12:45:24,2022-04-1121:30:03,,0,5
43056,1112,24514,2023-05-22 16:07:32,2023-06-0308:44:52,,0,8
8454,1153,4759,2024-06-20 19:27:56,2024-09-0116:00:52,,0,1
3970,86,2243,2022-05-28 20:56:13,2022-06-2516:25:11,,0,1
59488,1300,32694,2022-06-23 17:31:25,2022-08-1317:31:25,,0,8
55303,1151,30617,2024-03-25 19:19:00,2024-03-2712:16:04,,0,8
2669,1299,1558,2022-01-20 16:46:31,2022-03-1523:02:35,2022-02-1409:26:56,1,1
89503,912,50291,2021-01-25 14:58:58,2021-04-2312:38:40,2021-03-1809:24:26,1,18
22471,378,13382,2022-05-15 17:24:43,2022-05-1521:05:23,,0,5
59668,166,33149,2022-08-11 12:08:12,2023-03-1516:55:17,,0,8
81152,755,45242,2024-12-14 15:28:05,,,0,13
56304,474,31641,2023-12-22 22:04:33,2024-02-1917:35:06,,0,8
33300,681,20650,2024-12-05 20:20:48,,,0,7
3074,492,1779,2024-06-12 21:38:20,2024-06-1321:51:28,,0,1
41307,541,24400,2023-12-17 17:58:22,2023-12-2113:57:43,,0,8
28136,605,17112,2024-12-13 16:44:56,,,0,6
41963,515,24909,2022-10-04 21:51:28,2022-11-0821:10:48,,0,8
91113,1083,51219,2024-11-08 21:57:03,,2024-12-0513:01:11,1,18
20714,1006,12196,2024-02-21 20:03:47,2024-03-0211:47:13,,0,3
79899,1322,44590,2020-09-28 11:44:28,2020-12-1709:32:09,2020-11-2308:38:48,2,13
44476,1277,24493,2021-03-22 10:43:24,2021-06-0914:41:53,2021-05-2123:28:12,2,8
42883,1038,26082,2024-03-15 21:09:51,2024-04-0418:23:25,,0,8
98382,1106,55367,2022-10-25 11:11:34,2022-10-2709:44:54,,0,18
29676,230,18212,2020-08-12 11:40:31,2020-08-1809:23:24,,0,6
60407,610,33533,2023-10-26 15:57:02,2024-09-0810:05:52,2023-11-1818:54:04,1,9
86383,898,48566,2021-11-30 12:14:28,2021-12-3014:11:31,,0,18
35638,237,22468,2021-11-09 15:52:05,2022-01-0617:26:21,2021-12-0815:18:37,1,8
58020,396,32633,2021-11-23 12:42:28,2021-12-1211:50:46,,0,8
69183,1269,39099,2023-07-18 15:36:33,2023-10-1016:31:21,2023-09-2409:37:00,2,10
78792,1357,44076,2023-04-23 17:44:46,2023-08-2819:26:31,2023-06-1522:07:15,2,13
43533,1138,25728,2024-05-10 20:40:02,2024-05-1709:06:36,,0,8
21252,1331,12461,2023-12-05 14:50:08,2023-12-1717:40:39,,0,3
828,541,489,2021-12-29 15:26:26,2022-01-0611:33:50,,0,1
334,86,149,2021-11-10 21:47:28,2022-02-2317:30:44,2021-12-0920:11:09,1,0
18765,1006,10934,2021-12-25 21:41:18,2022-02-2409:44:41,,0,3
58785,1000,32606,2022-09-04 13:55:27,2022-10-3110:35:11,,0,8
37051,531,23286,2023-06-10 11:08:31,2023-08-2112:19:18,,0,8
797,234,468,2022-10-28 12:47:46,2022-10-3115:30:29,,0,1
11521,1436,6209,2024-03-17 18:38:09,2024-06-1611:49:53,2024-05-1411:06:48,2,2
20939,1331,12165,2023-09-18 18:31:47,2023-09-1820:33:18,,0,3
23341,426,13828,2021-06-08 12:01:57,2021-06-1718:12:03,,0,5
13042,1067,7424,2023-03-04 19:40:46,2023-05-2019:16:58,2023-11-2219:36:14,2,2
46585,1140,27425,2024-01-11 15:18:10,2024-01-1614:43:15,,0,8
18848,1299,10996,2020-01-14 11:20:27,2020-04-2415:23:50,2020-03-2321:51:42,1,3
24301,426,14428,2022-07-01 14:44:34,2022-09-2908:14:14,2022-09-0715:07:21,2,5
4649,943,2498,2021-03-18 09:42:13,2021-04-0112:11:47,,0,1
5395,548,3000,2023-05-22 15:11:08,2023-05-3119:14:52,,0,1
35406,37,22283,2020-11-09 16:11:36,2020-11-2315:52:54,,0,8
7400,960,4054,2021-04-19 12:03:39,2021-06-0120:58:16,2021-05-1814:09:47,1,1
62507,1220,34783,2024-12-19 11:49:23,2024-12-2620:22:48,,0,9
91695,541,51591,2023-05-10 17:56:44,2023-05-1017:56:56,,0,18
83879,232,46918,2024-12-29 17:45:53,,,0,16
79473,1025,44374,2023-03-16 14:50:23,2023-05-1511:40:29,2023-05-1511:39:45,2,13
13316,1375,7581,2024-10-25 15:20:29,2024-11-2715:41:15,,0,3
33671,298,21123,2022-12-11 10:18:17,2023-02-2613:22:40,,0,7
45182,71,27136,2021-11-21 14:16:47,2021-12-2209:31:42,,0,8
56729,1236,31838,2024-12-01 12:42:23,,2024-12-3008:09:06,1,8
40981,401,24363,2021-12-16 12:58:20,2022-02-1712:55:12,,0,8
14680,575,8417,2024-02-29 15:57:35,2024-04-1520:12:26,,0,3
14297,863,8106,2022-02-15 10:53:53,2022-06-0909:43:25,2022-03-1610:13:26,1,3
1836,1269,1050,2022-11-03 16:06:44,2023-03-2519:51:25,2023-10-2216:15:14,2,1
68705,365,38972,2022-07-07 11:44:21,2022-08-0115:09:21,,0,10
51473,19,30050,2022-06-18 15:15:03,2022-06-2410:21:05,,0,8
62560,885,34655,2021-03-26 11:38:52,2021-03-2821:53:45,,0,9
71748,469,41034,2023-08-31 19:40:58,2023-11-0318:03:39,,0,12
17841,1331,10332,2023-09-25 09:09:36,2023-10-0718:42:51,,0,3
18386,604,10720,2024-12-07 16:50:28,,,0,3
14639,1375,8401,2023-11-16 20:09:13,2023-12-2719:57:05,2023-12-1113:28:07,1,3
48099,343,28653,2021-03-03 16:20:32,2021-03-1216:08:16,,0,8
40477,311,25216,2024-02-19 18:10:30,2024-02-1921:37:08,,0,8
4988,1408,2722,2023-12-19 10:07:05,2024-02-2309:45:15,2024-01-1610:25:34,1,1
31652,311,19679,2023-05-27 19:41:07,2023-06-1415:40:24,,0,7
40762,360,24434,2021-07-13 12:23:48,2021-07-2011:18:25,,0,8
59475,1266,32901,2022-09-09 21:34:09,2022-09-1919:06:31,,0,8
26362,52,15867,2020-10-26 20:04:48,2020-11-2208:04:22,,0,5
57919,316,32582,2022-11-16 20:19:19,2023-02-1020:56:26,2022-12-1214:52:05,1,8
15171,605,8742,2024-03-22 17:48:50,2024-04-2119:47:41,,0,3
85266,1026,47841,2024-03-24 17:48:22,2024-06-2313:49:12,2024-05-2112:08:21,2,18
17085,1331,9916,2024-03-07 15:43:17,2024-03-1521:51:13,,0,3
53972,318,30944,2022-11-02 16:49:23,2023-03-0720:51:07,2023-02-2512:31:08,2,8
10952,188,6133,2023-05-16 10:33:37,2023-06-0412:42:40,,0,2
63655,504,35591,2022-11-28 21:28:59,2022-11-2821:29:42,,0,9
75833,1029,42592,2024-01-20 21:12:41,2024-03-2117:37:55,2024-02-1711:18:31,1,13
43485,1059,24784,2024-04-02 20:30:47,2024-04-0518:45:13,,0,8
16153,1331,9364,2023-04-30 17:38:31,2023-06-2021:57:33,2023-05-2117:38:25,1,3
98845,1050,55668,2024-06-15 17:42:33,2024-06-2312:51:36,,0,18
97271,1422,54694,2024-10-13 16:59:08,2024-11-1013:26:55,2024-12-0810:54:02,1,18
13532,1331,7693,2023-12-16 08:30:47,2024-01-0716:52:16,,0,3
38388,1013,24127,2024-01-08 15:26:41,2024-01-1812:12:39,,0,8
66577,20,37601,2020-10-25 12:08:29,2020-10-3112:10:04,,0,10
